transaction_id,created_at,chargeback_at,chargeback_reason
368,2024-01-01 06:07:00,2024-01-19 06:07:00,FRAUD
371,2024-01-01 06:10:00,2024-01-12 06:10:00,FRAUD
376,2024-01-01 06:15:00,2024-01-22 06:15:00,NOT_RECEIVED
380,2024-01-01 06:19:00,2024-01-23 06:19:00,FRAUD
382,2024-01-01 06:21:00,2024-01-11 06:21:00,FRAUD
384,2024-01-01 06:23:00,2024-01-09 06:23:00,NOT_RECEIVED
397,2024-01-01 06:36:00,2024-02-08 06:36:00,FRAUD
402,2024-01-01 06:41:00,2024-01-15 06:41:00,NOT_RECEIVED
406,2024-01-01 06:45:00,2024-01-16 06:45:00,FRAUD
415,2024-01-01 06:54:00,2024-02-12 06:54:00,FRAUD
418,2024-01-01 06:57:00,2024-01-10 06:57:00,FRAUD
420,2024-01-01 06:59:00,2024-01-24 06:59:00,FRAUD
432,2024-01-01 07:11:00,2024-02-09 07:11:00,DISPUTE_OTHER
433,2024-01-01 07:12:00,2024-02-07 07:12:00,FRAUD
436,2024-01-01 07:15:00,2024-01-21 07:15:00,FRAUD
448,2024-01-01 07:27:00,2024-02-08 07:27:00,FRAUD
450,2024-01-01 07:29:00,2024-02-10 07:29:00,FRAUD
452,2024-01-01 07:31:00,2024-02-07 07:31:00,FRAUD
457,2024-01-01 07:36:00,2024-02-02 07:36:00,FRAUD
458,2024-01-01 07:37:00,2024-01-20 07:37:00,FRAUD
470,2024-01-01 07:49:00,2024-01-12 07:49:00,FRAUD
474,2024-01-01 07:53:00,2024-02-08 07:53:00,FRAUD
477,2024-01-01 07:56:00,2024-01-24 07:56:00,FRAUD
491,2024-01-01 08:10:00,2024-01-27 08:10:00,FRAUD
495,2024-01-01 08:14:00,2024-01-08 08:14:00,FRAUD
505,2024-01-01 08:24:00,2024-01-22 08:24:00,FRAUD
509,2024-01-01 08:28:00,2024-02-08 08:28:00,FRAUD
518,2024-01-01 08:37:00,2024-02-12 08:37:00,FRAUD
525,2024-01-01 08:44:00,2024-01-23 08:44:00,DISPUTE_OTHER
527,2024-01-01 08:46:00,2024-01-22 08:46:00,FRAUD
531,2024-01-01 08:50:00,2024-02-05 08:50:00,FRAUD
538,2024-01-01 08:57:00,2024-01-26 08:57:00,NOT_RECEIVED
544,2024-01-01 09:03:00,2024-01-09 09:03:00,DISPUTE_OTHER
552,2024-01-01 09:11:00,2024-01-09 09:11:00,DISPUTE_OTHER
553,2024-01-01 09:12:00,2024-01-29 09:12:00,FRAUD
557,2024-01-01 09:16:00,2024-01-09 09:16:00,FRAUD
562,2024-01-01 09:21:00,2024-01-08 09:21:00,NOT_RECEIVED
570,2024-01-01 09:29:00,2024-01-24 09:29:00,FRAUD
571,2024-01-01 09:30:00,2024-01-22 09:30:00,FRAUD
575,2024-01-01 09:34:00,2024-02-12 09:34:00,DISPUTE_OTHER
587,2024-01-01 09:46:00,2024-01-09 09:46:00,FRAUD
591,2024-01-01 09:50:00,2024-01-27 09:50:00,NOT_RECEIVED
599,2024-01-01 09:58:00,2024-01-22 09:58:00,FRAUD
610,2024-01-01 10:09:00,2024-01-14 10:09:00,FRAUD
611,2024-01-01 10:10:00,2024-01-08 10:10:00,FRAUD
612,2024-01-01 10:11:00,2024-02-07 10:11:00,NOT_RECEIVED
614,2024-01-01 10:13:00,2024-01-16 10:13:00,FRAUD
615,2024-01-01 10:14:00,2024-01-09 10:14:00,DISPUTE_OTHER
618,2024-01-01 10:17:00,2024-01-19 10:17:00,DISPUTE_OTHER
623,2024-01-01 10:22:00,2024-01-09 10:22:00,FRAUD
631,2024-01-01 10:30:00,2024-01-18 10:30:00,FRAUD
634,2024-01-01 10:33:00,2024-01-15 10:33:00,FRAUD
640,2024-01-01 10:39:00,2024-02-07 10:39:00,FRAUD
641,2024-01-01 10:40:00,2024-02-12 10:40:00,FRAUD
660,2024-01-01 10:59:00,2024-02-03 10:59:00,FRAUD
677,2024-01-01 11:16:00,2024-02-07 11:16:00,FRAUD
682,2024-01-01 11:21:00,2024-01-29 11:21:00,FRAUD
689,2024-01-01 11:28:00,2024-01-09 11:28:00,FRAUD
693,2024-01-01 11:32:00,2024-01-10 11:32:00,FRAUD
694,2024-01-01 11:33:00,2024-01-30 11:33:00,FRAUD
700,2024-01-01 11:39:00,2024-01-28 11:39:00,FRAUD
704,2024-01-01 11:43:00,2024-01-15 11:43:00,NOT_RECEIVED
705,2024-01-01 11:44:00,2024-02-14 11:44:00,FRAUD
706,2024-01-01 11:45:00,2024-02-15 11:45:00,NOT_RECEIVED
711,2024-01-01 11:50:00,2024-01-16 11:50:00,FRAUD
715,2024-01-01 11:54:00,2024-01-25 11:54:00,FRAUD
720,2024-01-01 11:59:00,2024-01-18 11:59:00,FRAUD
724,2024-01-01 12:03:00,2024-02-08 12:03:00,FRAUD
726,2024-01-01 12:05:00,2024-02-14 12:05:00,FRAUD
730,2024-01-01 12:09:00,2024-01-19 12:09:00,FRAUD
733,2024-01-01 12:12:00,2024-01-23 12:12:00,FRAUD
744,2024-01-01 12:23:00,2024-01-08 12:23:00,DISPUTE_OTHER
749,2024-01-01 12:28:00,2024-01-24 12:28:00,FRAUD
751,2024-01-01 12:30:00,2024-01-18 12:30:00,FRAUD
760,2024-01-01 12:39:00,2024-01-27 12:39:00,FRAUD
762,2024-01-01 12:41:00,2024-01-18 12:41:00,FRAUD
769,2024-01-01 12:48:00,2024-02-05 12:48:00,DISPUTE_OTHER
777,2024-01-01 12:56:00,2024-02-07 12:56:00,FRAUD
778,2024-01-01 12:57:00,2024-02-12 12:57:00,FRAUD
781,2024-01-01 13:00:00,2024-01-31 13:00:00,FRAUD
785,2024-01-01 13:04:00,2024-01-15 13:04:00,FRAUD
789,2024-01-01 13:08:00,2024-02-15 13:08:00,DISPUTE_OTHER
792,2024-01-01 13:11:00,2024-02-11 13:11:00,NOT_RECEIVED
793,2024-01-01 13:12:00,2024-02-06 13:12:00,FRAUD
800,2024-01-01 13:19:00,2024-01-28 13:19:00,NOT_RECEIVED
809,2024-01-01 13:28:00,2024-01-19 13:28:00,FRAUD
810,2024-01-01 13:29:00,2024-01-15 13:29:00,NOT_RECEIVED
814,2024-01-01 13:33:00,2024-01-28 13:33:00,NOT_RECEIVED
816,2024-01-01 13:35:00,2024-01-20 13:35:00,NOT_RECEIVED
817,2024-01-01 13:36:00,2024-01-08 13:36:00,FRAUD
828,2024-01-01 13:47:00,2024-02-02 13:47:00,NOT_RECEIVED
830,2024-01-01 13:49:00,2024-01-11 13:49:00,FRAUD
831,2024-01-01 13:50:00,2024-01-09 13:50:00,FRAUD
839,2024-01-01 13:58:00,2024-02-14 13:58:00,FRAUD
842,2024-01-01 14:01:00,2024-01-25 14:01:00,FRAUD
844,2024-01-01 14:03:00,2024-02-10 14:03:00,FRAUD
846,2024-01-01 14:05:00,2024-02-01 14:05:00,FRAUD
850,2024-01-01 14:09:00,2024-01-28 14:09:00,NOT_RECEIVED
854,2024-01-01 14:13:00,2024-02-03 14:13:00,NOT_RECEIVED
865,2024-01-01 14:24:00,2024-01-09 14:24:00,FRAUD
868,2024-01-01 14:27:00,2024-02-08 14:27:00,NOT_RECEIVED
875,2024-01-01 14:34:00,2024-01-22 14:34:00,FRAUD
880,2024-01-01 14:39:00,2024-01-25 14:39:00,DISPUTE_OTHER
883,2024-01-01 14:42:00,2024-02-04 14:42:00,FRAUD
885,2024-01-01 14:44:00,2024-01-16 14:44:00,FRAUD
896,2024-01-01 14:55:00,2024-01-11 14:55:00,NOT_RECEIVED
899,2024-01-01 14:58:00,2024-02-03 14:58:00,FRAUD
906,2024-01-01 15:05:00,2024-02-07 15:05:00,NOT_RECEIVED
917,2024-01-01 15:16:00,2024-01-18 15:16:00,NOT_RECEIVED
924,2024-01-01 15:23:00,2024-01-09 15:23:00,DISPUTE_OTHER
931,2024-01-01 15:30:00,2024-01-09 15:30:00,FRAUD
947,2024-01-01 15:46:00,2024-02-15 15:46:00,FRAUD
952,2024-01-01 15:51:00,2024-02-15 15:51:00,FRAUD
960,2024-01-01 15:59:00,2024-01-31 15:59:00,FRAUD
962,2024-01-01 16:01:00,2024-01-18 16:01:00,FRAUD
967,2024-01-01 16:06:00,2024-01-17 16:06:00,FRAUD
975,2024-01-01 16:14:00,2024-01-16 16:14:00,NOT_RECEIVED
976,2024-01-01 16:15:00,2024-02-13 16:15:00,FRAUD
982,2024-01-01 16:21:00,2024-01-31 16:21:00,FRAUD
993,2024-01-01 16:32:00,2024-01-27 16:32:00,FRAUD
997,2024-01-01 16:36:00,2024-02-05 16:36:00,DISPUTE_OTHER
1000,2024-01-01 16:39:00,2024-02-01 16:39:00,FRAUD
1003,2024-01-01 16:42:00,2024-01-26 16:42:00,DISPUTE_OTHER
1005,2024-01-01 16:44:00,2024-02-06 16:44:00,NOT_RECEIVED
1011,2024-01-01 16:50:00,2024-01-24 16:50:00,NOT_RECEIVED
1019,2024-01-01 16:58:00,2024-01-13 16:58:00,FRAUD
1021,2024-01-01 17:00:00,2024-01-10 17:00:00,FRAUD
1022,2024-01-01 17:01:00,2024-02-04 17:01:00,FRAUD
1027,2024-01-01 17:06:00,2024-02-14 17:06:00,FRAUD
1033,2024-01-01 17:12:00,2024-02-08 17:12:00,DISPUTE_OTHER
1035,2024-01-01 17:14:00,2024-02-02 17:14:00,FRAUD
1041,2024-01-01 17:20:00,2024-01-27 17:20:00,DISPUTE_OTHER
1047,2024-01-01 17:26:00,2024-01-15 17:26:00,FRAUD
1048,2024-01-01 17:27:00,2024-01-17 17:27:00,FRAUD
1060,2024-01-01 17:39:00,2024-01-08 17:39:00,NOT_RECEIVED
1071,2024-01-01 17:50:00,2024-02-03 17:50:00,NOT_RECEIVED
1072,2024-01-01 17:51:00,2024-02-03 17:51:00,FRAUD
1075,2024-01-01 17:54:00,2024-01-23 17:54:00,FRAUD
1090,2024-01-01 18:09:00,2024-01-13 18:09:00,FRAUD
1091,2024-01-01 18:10:00,2024-01-22 18:10:00,DISPUTE_OTHER
1100,2024-01-01 18:19:00,2024-01-21 18:19:00,NOT_RECEIVED
1101,2024-01-01 18:20:00,2024-01-09 18:20:00,FRAUD
1105,2024-01-01 18:24:00,2024-01-14 18:24:00,FRAUD
1107,2024-01-01 18:26:00,2024-01-28 18:26:00,FRAUD
1119,2024-01-01 18:38:00,2024-01-29 18:38:00,FRAUD
1125,2024-01-01 18:44:00,2024-02-11 18:44:00,FRAUD
1126,2024-01-01 18:45:00,2024-01-10 18:45:00,FRAUD
1139,2024-01-01 18:58:00,2024-01-10 18:58:00,DISPUTE_OTHER
1143,2024-01-01 19:02:00,2024-02-11 19:02:00,FRAUD
1158,2024-01-01 19:17:00,2024-02-02 19:17:00,NOT_RECEIVED
1161,2024-01-01 19:20:00,2024-01-13 19:20:00,FRAUD
1166,2024-01-01 19:25:00,2024-02-10 19:25:00,NOT_RECEIVED
1169,2024-01-01 19:28:00,2024-01-22 19:28:00,FRAUD
1179,2024-01-01 19:38:00,2024-01-12 19:38:00,FRAUD
1193,2024-01-01 19:52:00,2024-02-13 19:52:00,FRAUD
1195,2024-01-01 19:54:00,2024-01-27 19:54:00,FRAUD
1205,2024-01-01 20:04:00,2024-01-10 20:04:00,NOT_RECEIVED
1210,2024-01-01 20:09:00,2024-02-10 20:09:00,FRAUD
1221,2024-01-01 20:20:00,2024-01-23 20:20:00,FRAUD
1225,2024-01-01 20:24:00,2024-01-21 20:24:00,DISPUTE_OTHER
1227,2024-01-01 20:26:00,2024-01-22 20:26:00,FRAUD
1229,2024-01-01 20:28:00,2024-01-24 20:28:00,FRAUD
1231,2024-01-01 20:30:00,2024-02-03 20:30:00,FRAUD
1235,2024-01-01 20:34:00,2024-02-07 20:34:00,FRAUD
1238,2024-01-01 20:37:00,2024-01-21 20:37:00,FRAUD
1240,2024-01-01 20:39:00,2024-01-12 20:39:00,FRAUD
1241,2024-01-01 20:40:00,2024-01-25 20:40:00,FRAUD
1243,2024-01-01 20:42:00,2024-02-13 20:42:00,FRAUD
1249,2024-01-01 20:48:00,2024-01-14 20:48:00,DISPUTE_OTHER
1253,2024-01-01 20:52:00,2024-02-12 20:52:00,FRAUD
1256,2024-01-01 20:55:00,2024-01-21 20:55:00,FRAUD
1262,2024-01-01 21:01:00,2024-02-14 21:01:00,NOT_RECEIVED
1266,2024-01-01 21:05:00,2024-01-09 21:05:00,FRAUD
1271,2024-01-01 21:10:00,2024-02-15 21:10:00,FRAUD
1273,2024-01-01 21:12:00,2024-02-02 21:12:00,NOT_RECEIVED
1274,2024-01-01 21:13:00,2024-01-27 21:13:00,FRAUD
1277,2024-01-01 21:16:00,2024-01-09 21:16:00,FRAUD
1285,2024-01-01 21:24:00,2024-02-05 21:24:00,FRAUD
1293,2024-01-01 21:32:00,2024-02-09 21:32:00,NOT_RECEIVED
1298,2024-01-01 21:37:00,2024-02-09 21:37:00,FRAUD
1299,2024-01-01 21:38:00,2024-01-16 21:38:00,FRAUD
1307,2024-01-01 21:46:00,2024-02-04 21:46:00,FRAUD
1316,2024-01-01 21:55:00,2024-01-20 21:55:00,NOT_RECEIVED
1321,2024-01-01 22:00:00,2024-02-09 22:00:00,FRAUD
1324,2024-01-01 22:03:00,2024-01-24 22:03:00,FRAUD
1334,2024-01-01 22:13:00,2024-01-31 22:13:00,FRAUD
1337,2024-01-01 22:16:00,2024-02-06 22:16:00,FRAUD
1342,2024-01-01 22:21:00,2024-02-15 22:21:00,FRAUD
1345,2024-01-01 22:24:00,2024-01-18 22:24:00,NOT_RECEIVED
1347,2024-01-01 22:26:00,2024-02-11 22:26:00,FRAUD
1351,2024-01-01 22:30:00,2024-02-03 22:30:00,FRAUD
1355,2024-01-01 22:34:00,2024-02-09 22:34:00,FRAUD
1359,2024-01-01 22:38:00,2024-01-18 22:38:00,FRAUD
1362,2024-01-01 22:41:00,2024-01-20 22:41:00,DISPUTE_OTHER
1370,2024-01-01 22:49:00,2024-01-29 22:49:00,DISPUTE_OTHER
1386,2024-01-01 23:05:00,2024-02-14 23:05:00,FRAUD
1388,2024-01-01 23:07:00,2024-01-21 23:07:00,FRAUD
1395,2024-01-01 23:14:00,2024-02-10 23:14:00,NOT_RECEIVED
1400,2024-01-01 23:19:00,2024-02-02 23:19:00,FRAUD
1406,2024-01-01 23:25:00,2024-02-02 23:25:00,FRAUD
1408,2024-01-01 23:27:00,2024-01-12 23:27:00,FRAUD
1409,2024-01-01 23:28:00,2024-01-12 23:28:00,FRAUD
1433,2024-01-01 23:52:00,2024-02-05 23:52:00,NOT_RECEIVED
1438,2024-01-01 23:57:00,2024-01-27 23:57:00,FRAUD
1448,2024-01-02 00:07:00,2024-01-19 00:07:00,FRAUD
1460,2024-01-02 00:19:00,2024-02-05 00:19:00,DISPUTE_OTHER
1465,2024-01-02 00:24:00,2024-02-13 00:24:00,FRAUD
1469,2024-01-02 00:28:00,2024-01-30 00:28:00,FRAUD
1470,2024-01-02 00:29:00,2024-01-22 00:29:00,NOT_RECEIVED
1472,2024-01-02 00:31:00,2024-02-11 00:31:00,FRAUD
1481,2024-01-02 00:40:00,2024-01-29 00:40:00,FRAUD
1482,2024-01-02 00:41:00,2024-02-01 00:41:00,FRAUD
1491,2024-01-02 00:50:00,2024-02-07 00:50:00,FRAUD
1505,2024-01-02 01:04:00,2024-01-09 01:04:00,FRAUD
1511,2024-01-02 01:10:00,2024-01-12 01:10:00,FRAUD
1513,2024-01-02 01:12:00,2024-01-12 01:12:00,NOT_RECEIVED
1525,2024-01-02 01:24:00,2024-01-11 01:24:00,FRAUD
1528,2024-01-02 01:27:00,2024-01-20 01:27:00,FRAUD
1545,2024-01-02 01:44:00,2024-01-28 01:44:00,FRAUD
1562,2024-01-02 02:01:00,2024-01-12 02:01:00,FRAUD
1567,2024-01-02 02:06:00,2024-01-13 02:06:00,FRAUD
1594,2024-01-02 02:33:00,2024-01-16 02:33:00,DISPUTE_OTHER
1597,2024-01-02 02:36:00,2024-02-04 02:36:00,FRAUD
1598,2024-01-02 02:37:00,2024-02-01 02:37:00,FRAUD
1601,2024-01-02 02:40:00,2024-01-17 02:40:00,FRAUD
1618,2024-01-02 02:57:00,2024-01-22 02:57:00,FRAUD
1622,2024-01-02 03:01:00,2024-02-03 03:01:00,FRAUD
1625,2024-01-02 03:04:00,2024-02-11 03:04:00,FRAUD
1628,2024-01-02 03:07:00,2024-01-14 03:07:00,FRAUD
1631,2024-01-02 03:10:00,2024-01-11 03:10:00,FRAUD
1635,2024-01-02 03:14:00,2024-01-26 03:14:00,NOT_RECEIVED
1636,2024-01-02 03:15:00,2024-01-09 03:15:00,FRAUD
1637,2024-01-02 03:16:00,2024-02-07 03:16:00,FRAUD
1639,2024-01-02 03:18:00,2024-02-01 03:18:00,NOT_RECEIVED
1644,2024-01-02 03:23:00,2024-01-28 03:23:00,FRAUD
1650,2024-01-02 03:29:00,2024-01-23 03:29:00,FRAUD
1653,2024-01-02 03:32:00,2024-01-23 03:32:00,DISPUTE_OTHER
1660,2024-01-02 03:39:00,2024-01-23 03:39:00,FRAUD
1662,2024-01-02 03:41:00,2024-02-01 03:41:00,FRAUD
1667,2024-01-02 03:46:00,2024-01-17 03:46:00,FRAUD
1676,2024-01-02 03:55:00,2024-01-22 03:55:00,DISPUTE_OTHER
1687,2024-01-02 04:06:00,2024-01-21 04:06:00,NOT_RECEIVED
1690,2024-01-02 04:09:00,2024-01-30 04:09:00,FRAUD
1691,2024-01-02 04:10:00,2024-01-19 04:10:00,FRAUD
1693,2024-01-02 04:12:00,2024-02-06 04:12:00,FRAUD
1707,2024-01-02 04:26:00,2024-01-19 04:26:00,DISPUTE_OTHER
1718,2024-01-02 04:37:00,2024-01-15 04:37:00,DISPUTE_OTHER
1722,2024-01-02 04:41:00,2024-02-09 04:41:00,FRAUD
1725,2024-01-02 04:44:00,2024-02-08 04:44:00,FRAUD
1729,2024-01-02 04:48:00,2024-01-16 04:48:00,FRAUD
1731,2024-01-02 04:50:00,2024-02-11 04:50:00,FRAUD
1733,2024-01-02 04:52:00,2024-01-30 04:52:00,NOT_RECEIVED
1744,2024-01-02 05:03:00,2024-01-17 05:03:00,FRAUD
1745,2024-01-02 05:04:00,2024-02-08 05:04:00,FRAUD
1747,2024-01-02 05:06:00,2024-02-11 05:06:00,FRAUD
1748,2024-01-02 05:07:00,2024-02-03 05:07:00,FRAUD
1750,2024-01-02 05:09:00,2024-02-02 05:09:00,FRAUD
1757,2024-01-02 05:16:00,2024-01-16 05:16:00,FRAUD
1762,2024-01-02 05:21:00,2024-01-17 05:21:00,FRAUD
1772,2024-01-02 05:31:00,2024-01-14 05:31:00,DISPUTE_OTHER
1803,2024-01-02 06:02:00,2024-02-01 06:02:00,FRAUD
1811,2024-01-02 06:10:00,2024-01-16 06:10:00,FRAUD
1812,2024-01-02 06:11:00,2024-01-14 06:11:00,FRAUD
1813,2024-01-02 06:12:00,2024-01-26 06:12:00,NOT_RECEIVED
1821,2024-01-02 06:20:00,2024-02-11 06:20:00,FRAUD
1824,2024-01-02 06:23:00,2024-02-06 06:23:00,FRAUD
1830,2024-01-02 06:29:00,2024-02-11 06:29:00,FRAUD
1833,2024-01-02 06:32:00,2024-01-17 06:32:00,DISPUTE_OTHER
1846,2024-01-02 06:45:00,2024-01-10 06:45:00,FRAUD
1854,2024-01-02 06:53:00,2024-02-06 06:53:00,FRAUD
1856,2024-01-02 06:55:00,2024-01-28 06:55:00,DISPUTE_OTHER
1860,2024-01-02 06:59:00,2024-01-22 06:59:00,FRAUD
1861,2024-01-02 07:00:00,2024-01-30 07:00:00,NOT_RECEIVED
1862,2024-01-02 07:01:00,2024-01-25 07:01:00,FRAUD
1869,2024-01-02 07:08:00,2024-01-31 07:08:00,FRAUD
1871,2024-01-02 07:10:00,2024-01-20 07:10:00,FRAUD
1874,2024-01-02 07:13:00,2024-01-31 07:13:00,FRAUD
1878,2024-01-02 07:17:00,2024-01-23 07:17:00,FRAUD
1882,2024-01-02 07:21:00,2024-01-28 07:21:00,NOT_RECEIVED
1897,2024-01-02 07:36:00,2024-02-16 07:36:00,FRAUD
1899,2024-01-02 07:38:00,2024-02-10 07:38:00,FRAUD
1900,2024-01-02 07:39:00,2024-01-10 07:39:00,NOT_RECEIVED
1907,2024-01-02 07:46:00,2024-02-15 07:46:00,NOT_RECEIVED
1908,2024-01-02 07:47:00,2024-01-26 07:47:00,FRAUD
1922,2024-01-02 08:01:00,2024-01-17 08:01:00,FRAUD
1925,2024-01-02 08:04:00,2024-01-18 08:04:00,FRAUD
1930,2024-01-02 08:09:00,2024-01-25 08:09:00,FRAUD
1932,2024-01-02 08:11:00,2024-02-09 08:11:00,NOT_RECEIVED
1947,2024-01-02 08:26:00,2024-01-13 08:26:00,FRAUD
1951,2024-01-02 08:30:00,2024-01-14 08:30:00,DISPUTE_OTHER
1961,2024-01-02 08:40:00,2024-01-29 08:40:00,FRAUD
1963,2024-01-02 08:42:00,2024-02-14 08:42:00,FRAUD
1972,2024-01-02 08:51:00,2024-02-02 08:51:00,FRAUD
1973,2024-01-02 08:52:00,2024-01-17 08:52:00,FRAUD
1976,2024-01-02 08:55:00,2024-01-18 08:55:00,FRAUD
1980,2024-01-02 08:59:00,2024-02-03 08:59:00,FRAUD
1986,2024-01-02 09:05:00,2024-02-14 09:05:00,FRAUD
1987,2024-01-02 09:06:00,2024-01-31 09:06:00,DISPUTE_OTHER
1988,2024-01-02 09:07:00,2024-02-07 09:07:00,NOT_RECEIVED
1992,2024-01-02 09:11:00,2024-02-03 09:11:00,FRAUD
1998,2024-01-02 09:17:00,2024-02-11 09:17:00,FRAUD
2013,2024-01-02 09:32:00,2024-01-13 09:32:00,DISPUTE_OTHER
2016,2024-01-02 09:35:00,2024-02-08 09:35:00,NOT_RECEIVED
2026,2024-01-02 09:45:00,2024-02-04 09:45:00,NOT_RECEIVED
2036,2024-01-02 09:55:00,2024-01-28 09:55:00,FRAUD
2039,2024-01-02 09:58:00,2024-01-26 09:58:00,FRAUD
2040,2024-01-02 09:59:00,2024-01-26 09:59:00,FRAUD
2045,2024-01-02 10:04:00,2024-01-25 10:04:00,FRAUD
2063,2024-01-02 10:22:00,2024-01-28 10:22:00,FRAUD
2066,2024-01-02 10:25:00,2024-01-15 10:25:00,DISPUTE_OTHER
2069,2024-01-02 10:28:00,2024-02-04 10:28:00,FRAUD
2070,2024-01-02 10:29:00,2024-01-15 10:29:00,NOT_RECEIVED
2078,2024-01-02 10:37:00,2024-02-05 10:37:00,FRAUD
2099,2024-01-02 10:58:00,2024-02-07 10:58:00,FRAUD
2115,2024-01-02 11:14:00,2024-02-13 11:14:00,NOT_RECEIVED
2125,2024-01-02 11:24:00,2024-02-08 11:24:00,FRAUD
2130,2024-01-02 11:29:00,2024-02-14 11:29:00,FRAUD
2131,2024-01-02 11:30:00,2024-02-09 11:30:00,NOT_RECEIVED
2146,2024-01-02 11:45:00,2024-01-25 11:45:00,FRAUD
2156,2024-01-02 11:55:00,2024-01-27 11:55:00,FRAUD
2182,2024-01-02 12:21:00,2024-01-12 12:21:00,FRAUD
2184,2024-01-02 12:23:00,2024-02-07 12:23:00,FRAUD
2201,2024-01-02 12:40:00,2024-01-16 12:40:00,FRAUD
